source,pivot_text(de),pivot_text(zh),bt_zh,bt_de
The Baltic Sea drains into the Kattegat through the Oresund and the Danish Straits.,Die Ostsee mündet in den Kattegat. Das tut sie am Oresund und an der dänischen Straße.,波罗的海经由奥雷森德海峡和丹麦海峡流入Kattegat河。,The Baltic Sea flows into the Kategat River via the Oresende and Danish Straits.,The Baltic Sea flows into the Kattegat. This is what it does on the Oresund and the Danish road.
"The last election was held on 18 September 2005, the 16th Bundestag convened on 18 October 2005.",Die letzte Wahl fand am 18. September 2005 und der 16. Bundestag am 18. Oktober 2005 statt.,"上一次投票于2005年8月9日举行,第16届联邦议院于2005年8月10日举行。",The last ballot was held on 9 August 2005 and the sixteenth Bundestag on 10 August 2005.,The last election took place on 18 September 2005 and the 16th Bundestag on 18 October 2005.
Current stations Most stations are named for the nearest major road crossed by the line in question.,"Die meisten Bahnhöfe sind nach der nächsten großen Straße benannt, die von der Linie durchquert wird.",多数车站都是在这条线路经过的最近的主要公路上命名的。,Most stations are named on the most recent major road through this route.,Most railway stations are named after the next major road that is crossed by the line.
Tropical Storm Arlene formed near Honduras on June 8 and moved northwards.,Juni wurde Arlene in der Nähe von Honduras gegründet und zog dann nach Norden.,"Arlene热带风暴于6月8日在洪都拉斯附近发展,向北移动。",Tropical storm Arlene developed near Honduras on 8 June and moved northwards.,==History==Arlene was founded on 1 June in Honduras and moved north.
"Platform game, or platformer, is a video game genre characterized by jumping to and from suspended platforms or over obstacles.","Platformer, ist ein Videospiel-Genre, wo Sie zu und von Plattformen springen.","平台游戏,即平台游戏,是一种电子游戏,其特点是跳上和跳下悬浮平台。","Platform games, i.e. platform games, are video games characterized by jumping up and down suspended platforms.","Platformer, is a video game genre where you jump to and from platforms."
It was formerly one of the products of gasworks.,"Es wurde verwendet, um eines der Produkte von Gaswerken zu sein.",它曾经是气体的产物。,It used to be a gas product.,It was used to be one of the products of gas plants.
"Indications Approved indications for codeine include: Cough, though its efficacy in low dose over the counter formulations has been disputed.",Indikationen Genehmigte Indikationen für Codein umfassen: Cough. Einige argumentieren jedoch über die Wirksamkeit der niedrigen Dosis über die Gegenformulierungen.,使用抗药剂在抗药制剂上低剂量的有用性已经得到论证。,The usefulness of low doses of resistance agents on resistance formulations has been demonstrated.,"Indications Approved indications for codein include: Cough. Some, however, argue about the effectiveness of the low dose via counter formulations."
"On the January 16 episode of Friday Night SmackDown, it was announced that Swagger would defend the ECW title against Hardy in a rematch at the Royal Rumble.","Der 16. Januar-Episode von Friday Night SmackDown kündigte an, dass Swagger den ECW-Titel gegen Hardy verteidigen würde.","1月16日的星期五晚会史麦当(Friday Night SmackDown)宣布,斯瓦格(Swaggger)将针对Hardy捍卫欧洲妇女理事会的称号。","The Friday evening of 16 January, Friday Night SmackDown, announced that Swaggger would address the title of Hardy's Council for the Defence of European Women.",Friday Night SmackDown's 16th January episode announced that Swagger would defend the ECW title against Hardy.
"A print server, or printer server, is a computer or device that is connected to one or more printers and to client computers over a network, and can accept print jobs from the computers and send the jobs to the appropriate printers.","Ein Druckserver ist ein Computer oder ein Gerät, das mit einem oder mehreren Druckern und Client-Computern über ein Netzwerk verbunden ist. Sie können Druckaufträge von den Computern annehmen und die Aufträge an die entsprechenden Drucker senden.","打印服务器是连接打印机和客户计算机的设备,可以接受计算机的打印任务,并将工作发送到打印机。",The printing server is a device that connects the printer to the client's computer and can accept the computer's printing tasks and send the work to the printer.,A print server is a computer or device that is connected to one or more printers and client computers over a network. You can accept print jobs from the computers and send the jobs to the corresponding printers.
A ship is a large vessel that floats on water.,Ein Schiff schwebt auf dem Wasser.,船只是一艘在水上漂浮的大型船只。,The ship is a large boat floating over the water.,A ship floats on the water.
"Tobiko - Flying fish roe, very crunchy, reddish orange in color.",Tobiko fliegt Fischrogen. Es ist sehr knusprig. Es ist rötlich orange.,"托比科正在飞鱼,颜色非常细腻和红橙色。","Tobico's flying fish, very delicate and red orange.",Tobiko flies fish roe. It is very crispy. It is reddish orange.
"This was named by the English, but the megalithic mound significantly predates them.","Dieser wurde von den Engländern benannt, aber der megalithische Hügel kam vor ihnen.",这是英国人命名的 巨石丘在他们之前就已经存在了,It's named by the British. The giant mound existed before them.,"This was named by the English, but the megalithic hill came before them."
By the early 1880s the population was in decline.,Anfang der 1880er Jahre fiel die Bevölkerung.,人口在1880年代初有所下降。,The population declined in the early 1880s.,The population fell in the early 1880s.
"It had maximum sustained winds of, and a minimum pressure of 1002 mbar.",Es hatte maximalen Wind und einen minimalen Druck von 1002 mbar.,"它承受了1002毫巴的风力,最低压力为1002毫巴。","It was exposed to a wind force of 1002 mb, with a minimum pressure of 1002 mb.",It had maximum wind and a minimum pressure of 1002 mbar.
"Ideas and works that are reproducible at zero cost, or almost zero cost.","Ideen und Werke, die bei Null oder fast Null Kosten gemacht werden können.",能够以零成本或几乎零成本复制的想法和工程。,Ideas and works that can be replicated at zero or almost zero cost.,Ideas and works that can be made at zero or almost zero cost.
"The team relocated from Houston to the state of Tennessee in 1997, first playing in Memphis for one season before moving to Nashville.",1997 zog das Team aus Houston in den Bundesstaat Tennessee. Sie spielten eine Saison in Memphis. Danach zogen sie nach Nashville.,"1997年,小组从休斯顿迁至田纳西州,在孟菲斯工作了一个季度,然后搬到纳什维尔。","In 1997, the Panel moved from Houston to Tennessee, where it worked for a quarter in Memphis and then to Nashville.",In 1997 the team moved from Houston to the state of Tennessee. They played one season in Memphis. After that they moved to Nashville.
"A punt is a flat-bottomed boat with a square-cut bow, designed for use in small rivers or other shallow water.","Ein Punt ist ein flaches Boot mit einer quadratischen Front, die in kleinen Flüssen und flachem Wasser verwendet wird.","双头船是一条平底船,有平面弓,用于小河流或其他浅水。",The two-headed ship is a flat-bed ship with a flat bow for use in small rivers or other shallow waters.,"A Punt is a flat boat with a square front, which is used in small rivers and shallow water."
The electromagnetic spectrum is the range of all possible frequencies of electromagnetic radiation.,Das elektromagnetische Spektrum ist der Bereich der elektromagnetischen Strahlung.,电磁频谱是所有潜在电磁辐射的一组。,The electromagnetic spectrum is a group of all potential electromagnetic radiation.,The electromagnetic spectrum is the range of electromagnetic radiation.
Prime lenses usually have a larger maximum aperture (smaller f-number) than zoom lenses.,Prime-Objektive haben eine größere maximale Blende (kleinere f-Nummer) als Zoom-Objektive.,恒星镜的最大开口大于放大镜。,The maximum opening of a star mirror is greater than a magnifying mirror.,Prime lenses have a larger maximum aperture (smaller f number) than zoom lenses.
"With 27.7% of the daily crude oil production halted due to the depression, oil prices rose further after days of increasing levels, and on September 20 reached a record rate of over $84 per barrel.","Die Depression verursachte 27,7% der Ölproduktion zu stoppen. Toil Preise stiegen nach steigenden Niveaus und erreichte einen Rekord von über $84 pro Barrel am 20. September.","9月20日,原油日产量的27.7%由于萧条而停顿,这导致油价在上涨数日后进一步上涨。 9月20日,油价达到每桶84美元以上。","On 20 September, 27.7 per cent of crude oil production per day came to a halt as a result of the depression, which led to a further increase in oil prices in the days following the increase; on 20 September, oil prices reached more than $84 per barrel.",The depression caused 27.7% of oil production to stop. Toil prices rose after rising levels and reached a record of over $84 per barrel on September 20th.
"That same year, he starred opposite Matt Damon, Ben Affleck, and Chris O'Donnell in School Ties.","Er spielte mit Matt Damon, Ben Affleck und Chris O'Donnell im Film School Ties in diesem Jahr.","同年,他和Matt Damon, Ben Affleck, 和Chris O'Donnell一起玩 在学校领带。","In the same year, he played with Matt Damon, Ben Affleck, and Chris O'Donnell at school tie.","He played with Matt Damon, Ben Affleck and Chris O'Donnell at the Film School Ties this year."
